"Qty;""Value"";""Device"";""Package"";""Parts"";""Description"";""MPN"";""VALUE"";",,,,,,,,,,,,,,
"5;"""";""KX-6"";""2.5X2.0_KX-6"";""Q1", Q2, Q3, Q4," Q5"";""Quartz Crystals (MHz) SMD:"";"""";"""";",,,,,,,,,,
"5;""1.0nF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C9", C20, C31, C42," C53"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"5;""1.0pF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C4", C15, C26, C37," C48"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"5;""1.5pF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C6", C17, C28, C39," C50"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"15;""100nF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C7", C8, C11, C18, C19, C22, C29, C30, C33, C40, C41, C44, C51, C52," C55"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";"
"5;""10nH"";""INDUCTOR_0805_L"";""RESC0805_L"";""L2", L5, L8, L11," L14"";""Generic chip inductor"";"""";"""";",,,,,,,,,,
"10;""12pF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C1", C2, C12, C13, C23, C24, C34, C35, C45," C46"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,
"5;""2.2nF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C3", C14, C25, C36," C47"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"5;""2.2pF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C5", C16, C27, C38," C49"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"5;""3.3nH"";""INDUCTOR_0805_L"";""RESC0805_L"";""L3", L6, L9, L12," L15"";""Generic chip inductor"";"""";"""";",,,,,,,,,,
"5;""4.7nH"";""INDUCTOR_0805_L"";""RESC0805_L"";""L1", L4, L7, L10," L13"";""Generic chip inductor"";"""";"""";",,,,,,,,,,
"5;""47nF"";""CERAMIC-22UF-6.3V-20%-X5R(0805)"";""C0805"";""C10", C21, C32, C43," C54"";""302010171"";""CC0805MKX5R5BB226"";""22uf"";",,,,,,,,,,
"5;""NRF51X22_QFQF"";""NRF51X22_QFQF"";""QFN40P600X600X90-48_N"";""U$1", U$2, U$3, U$4," U$6"";""nRF51x22"";"""";"""";",,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Digikey cart: https://www.digikey.com/short/jw3c30 ,,,,,,,,,,,,,,
